Designator,Mid X,Mid Y,Rotation,Layer
D1,132.71875,-51.83,0.0,top
D2,174.04375,-49.2775,0.0,top
SW1,133.35,-66.96625,0.0,top
SW2,133.35,-86.01625,0.0,top
SW3,152.4,-66.96625,0.0,top
SW4,152.4,-86.01625,0.0,top
SW5,171.45,-66.96625,0.0,top
SW6,171.45,-86.01625,0.0,top
U1,152.4,-48.10125,0.0,top
